"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,34.1,34.1,65.9,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis ist gegen die Einführung einer elektronischen Identität: Die Gemeinde hat das E-ID-Gesetz mit 65,9 Prozent Nein verworfen.","Les habitants d'Aeugst am Albis rejettent la loi sur les services d'identification électronique avec 65,9 pour cent de non.","Nel comune di Aeugst am Albis la legge sull'identificazione elettronica è stata bocciata con il 65,9 percento dei voti."
2,34.4,34.4,65.6,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Keine Mehrheit für eine elektronische Identität in Affoltern am Albis: Das E-ID-Gesetz ist mit 65,6 Prozent gescheitert.","C'est non à 65,6 pour cent à la loi sur les services d'identification électronique à Affoltern am Albis.","Da Affoltern am Albis è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 65,6 percento dei voti."
3,39.5,39.5,60.5,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Keine Mehrheit für eine elektronische Identität in Bonstetten: Das E-ID-Gesetz ist mit 60,5 Prozent gescheitert.","C'est non à 60,5 pour cent à la loi sur les services d'identification électronique à Bonstetten.","Da Bonstetten è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 60,5 percento dei voti."
4,34.5,34.5,65.5,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","65,5 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben sich gegen das E-ID-Gesetz ausgesprochen.","A Hausen am Albis, les habitants disent non à 65,5 pour cent à la loi sur les services d'identification électronique.","I cittadini di Hausen am Albis si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 65,5 percento dei voti."
5,37.5,37.5,62.5,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","62,5 der Stimmbürgerinnen und Stimmbürger von Hedingen haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt.","Les habitants de Hedingen s'opposent à la loi sur les services d'identification électronique avec 62,5 pour cent de non.","No alla legge sull'identificazione elettronica nel comune di Hedingen: i cittadini hanno bocciato il testo con il 62,5 percento dei voti."
6,31.4,31.4,68.6,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Keine Mehrheit für eine elektronische Identität in Kappel am Albis: Das E-ID-Gesetz ist mit 68,6 Prozent gescheitert.","C'est non à 68,6 pour cent à la loi sur les services d'identification électronique à Kappel am Albis.","Da Kappel am Albis è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 68,6 percento dei voti."
7,36.4,36.4,63.6,"Knonau ZH","Knonau (ZH)","Knonau ZH","63,6 der Stimmbürgerinnen und Stimmbürger von Knonau haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt.","Les habitants de Knonau s'opposent à la loi sur les services d'identification électronique avec 63,6 pour cent de non.","No alla legge sull'identificazione elettronica nel comune di Knonau: i cittadini hanno bocciato il testo con il 63,6 percento dei voti."
8,30.6,30.6,69.4,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Mit 193 Nein zu 85 Ja haben die Stimmbürgerinnen und Stimmbürger von Maschwanden das E-ID-Gesetz abgelehnt. Das sind 69,4 Prozent.","A Maschwanden, les habitants sont défavorables à la loi sur les services d'identification électronique avec 69,4 pour cent de non.","Con il 69,4 percento di ""no"", i cittadini del comune di Maschwanden hanno respinto la legge sull'identificazione elettronica."
9,50,0,0,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Resultate dieser Gemeinde sind noch nicht bekannt.","Les résultats ne sont pas encore connus dans cette commune.","I resultati di questa comune non sono ancora noti."
10,37.1,37.1,62.9,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","62,9 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben sich gegen das E-ID-Gesetz ausgesprochen.","A Obfelden, les habitants disent non à 62,9 pour cent à la loi sur les services d'identification électronique.","I cittadini di Obfelden si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 62,9 percento dei voti."
